image_path,mask_path
Processed_Dataset/segmentation/images\ISIC_0010094.jpg,Processed_Dataset/segmentation/masks\ISIC_0010094_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000408.jpg,Processed_Dataset/segmentation/masks\ISIC_0000408_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010038.jpg,Processed_Dataset/segmentation/masks\ISIC_0010038_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000143.jpg,Processed_Dataset/segmentation/masks\ISIC_0000143_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010264.jpg,Processed_Dataset/segmentation/masks\ISIC_0010264_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011328.jpg,Processed_Dataset/segmentation/masks\ISIC_0011328_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000096.jpg,Processed_Dataset/segmentation/masks\ISIC_0000096_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000385.jpg,Processed_Dataset/segmentation/masks\ISIC_0000385_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012263.jpg,Processed_Dataset/segmentation/masks\ISIC_0012263_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0001118.jpg,Processed_Dataset/segmentation/masks\ISIC_0001118_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0000134.jpg,Processed_Dataset/segmentation/masks\ISIC_0000134_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011121.jpg,Processed_Dataset/segmentation/masks\ISIC_0011121_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011219.jpg,Processed_Dataset/segmentation/masks\ISIC_0011219_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011339.jpg,Processed_Dataset/segmentation/masks\ISIC_0011339_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0012413.jpg,Processed_Dataset/segmentation/masks\ISIC_0012413_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0010244.jpg,Processed_Dataset/segmentation/masks\ISIC_0010244_segmentation.png
Processed_Dataset/segmentation/images\ISIC_0011333.jpg,Processed_Dataset/segmentation/masks\ISIC_0011333_segmentation.png
